day_of_week,weather_main,temp,rain_1h,holiday,destination_type,preferred_arrival_hour,traffic_level,best_departure_hour
Thursday,Haze,296.18,0.0,No,mall,21,Medium,19
Saturday,Rain,294.97,0.7,No,market,12,Medium,10
Monday,Clouds,306.52,0.06,No,office,8,Medium,6
Monday,Fog,286.36,0.0,No,office,10,Medium,7
Tuesday,Clear,307.63,0.0,No,office,8,Medium,6
Thursday,Clear,306.74,0.0,No,station,8,Medium,6
Thursday,Clear,294.38,0.0,No,station,19,Medium,17
Tuesday,Clouds,304.68,0.11,No,office,9,Medium,6
Friday,Clear,301.82,0.0,No,market,17,Medium,15
Wednesday,Drizzle,299.78,0.53,No,mall,18,Medium,16
Saturday,Clouds,299.15,0.05,No,market,18,Medium,15
Friday,Clear,306.9,0.0,No,residential,20,Low,19
Friday,Fog,285.72,0.0,No,residential,8,Medium,6
Wednesday,Clear,311.39,0.0,No,market,18,Medium,16
Monday,Clouds,301.95,0.11,No,office,8,Medium,6
Sunday,Fog,281.85,0.0,No,mall,13,Medium,11
Thursday,Clear,296.67,0.0,No,mall,11,Low,11
Thursday,Clear,312.46,0.0,No,office,8,Medium,6
Saturday,Clouds,306.46,0.15,No,office,12,Low,12
Wednesday,Haze,287.8,0.0,No,station,19,Medium,16
Saturday,Rain,286.29,1.03,No,market,17,High,14
Thursday,Clear,293.11,0.0,No,mall,18,Medium,17
Tuesday,Clear,300.52,0.0,No,mall,13,Low,13
Tuesday,Rain,301.19,2.05,No,market,20,Medium,17
Thursday,Clouds,291.3,0.19,No,residential,9,Low,8
Tuesday,Fog,280.56,0.0,No,market,19,Medium,16
Monday,Clear,307.19,0.0,No,station,17,Medium,15
Thursday,Clear,312.35,0.0,No,office,9,Medium,7
Tuesday,Rain,288.12,2.05,No,mall,13,Medium,11
Saturday,Clear,298.31,0.0,No,mall,13,Medium,12
Thursday,Clear,302.63,0.0,No,mall,12,Low,11
Wednesday,Clouds,290.44,0.19,No,market,17,Medium,15
Monday,Clouds,293.62,0.08,No,residential,20,Low,20
Thursday,Fog,289.31,0.0,No,office,8,Medium,5
Thursday,Haze,285.05,0.0,No,market,10,Medium,9
Sunday,Clear,303.26,0.0,Yes,market,12,Medium,11
Monday,Clear,306.67,0.0,No,station,18,Medium,16
Friday,Clear,302.24,0.0,No,office,8,Medium,5
Friday,Clouds,292.37,0.19,No,station,18,Medium,16
Monday,Haze,299.31,0.0,No,station,8,Medium,6
Saturday,Clear,298.38,0.0,No,office,11,Low,11
Sunday,Haze,292.25,0.0,No,residential,10,Medium,9
Wednesday,Drizzle,288.23,0.82,No,market,17,Medium,14
Thursday,Clear,294.61,0.0,No,residential,20,Low,20
Wednesday,Haze,289.78,0.0,No,office,9,Medium,7
Wednesday,Clear,312.26,0.0,No,mall,13,Low,12
Tuesday,Clear,305.69,0.0,No,office,9,Medium,7
Tuesday,Haze,299.61,0.0,No,residential,9,Medium,7
Wednesday,Fog,282.93,0.0,No,residential,18,Medium,16
Thursday,Clear,299.56,0.0,No,market,18,Medium,16
Monday,Rain,286.39,1.33,No,residential,18,Medium,15
Tuesday,Clouds,294.3,0.19,No,residential,7,Low,7
Tuesday,Clouds,300.31,0.02,No,residential,8,Low,8
Saturday,Rain,290.55,0.84,No,office,12,Low,11
Wednesday,Clear,296.59,0.0,No,residential,19,Low,18
Wednesday,Clear,302.45,0.0,No,mall,19,Medium,17
Sunday,Clouds,297.13,0.13,No,station,6,Low,6
Monday,Clear,299.05,0.0,No,residential,20,Low,20
Monday,Clear,302.23,0.0,No,residential,18,Low,17
Monday,Fog,286.73,0.0,No,office,9,Medium,6
Tuesday,Clouds,302.8,0.14,No,market,20,Medium,17
Friday,Fog,283.5,0.0,No,office,8,Medium,5
Wednesday,Clouds,306.05,0.08,No,station,19,Medium,17
Thursday,Clouds,303.73,0.03,Yes,market,11,Low,11
Tuesday,Clouds,302.95,0.06,No,office,8,Medium,5
Monday,Haze,294.03,0.0,No,station,17,Medium,15
Tuesday,Clouds,293.43,0.16,No,mall,17,Medium,16
Tuesday,Clouds,294.86,0.06,No,office,8,Medium,6
Thursday,Clear,293.16,0.0,No,station,19,Medium,16
Wednesday,Clouds,297.62,0.14,No,mall,18,Medium,17
Monday,Clear,293.39,0.0,No,market,10,Low,9
Wednesday,Clouds,298.64,0.1,No,market,17,Medium,15
Tuesday,Clouds,306.56,0.19,No,residential,8,Low,7
Wednesday,Fog,292.07,0.0,No,office,10,Medium,7
Friday,Clear,312.13,0.0,No,office,10,Medium,7
Wednesday,Drizzle,287.1,0.79,No,residential,9,Medium,6
Sunday,Clear,308.05,0.0,No,mall,18,Medium,16
Monday,Rain,285.76,1.25,No,residential,20,Medium,18
Tuesday,Clear,304.18,0.0,No,office,8,Medium,6
Thursday,Clouds,304.56,0.04,No,mall,21,Medium,20
Tuesday,Haze,289.36,0.0,No,market,20,Medium,18
Monday,Haze,298.44,0.0,No,mall,12,Low,12
Wednesday,Clouds,299.54,0.15,No,office,8,Medium,6
Sunday,Clouds,304.83,0.04,No,office,12,Low,11
Thursday,Clear,305.49,0.0,No,office,10,Medium,7
Tuesday,Haze,300.73,0.0,No,mall,19,Medium,18
Friday,Clear,306.53,0.0,No,residential,8,Low,8
Monday,Clouds,294.02,0.0,No,office,9,Medium,6
Wednesday,Clear,308.83,0.0,No,residential,20,Low,20
Sunday,Clear,295.96,0.0,No,mall,12,Medium,11
Monday,Clouds,301.33,0.0,No,residential,10,Low,10
Saturday,Rain,301.02,0.61,No,residential,7,Medium,5
Saturday,Clouds,298.25,0.09,No,office,11,Low,11
Saturday,Clear,296.51,0.0,No,residential,19,Low,19
Friday,Clouds,292.42,0.03,Yes,station,18,Medium,16
Saturday,Clouds,290.3,0.19,No,office,10,Low,10
Thursday,Haze,297.93,0.0,No,office,8,Medium,6
Wednesday,Clear,303.33,0.0,No,office,9,Medium,7
Wednesday,Drizzle,295.49,0.78,No,residential,10,Medium,8
Monday,Clear,299.08,0.0,No,market,19,Medium,17
Tuesday,Haze,292.15,0.0,No,office,8,Medium,6
Saturday,Clouds,297.82,0.15,No,mall,17,Medium,15
Monday,Rain,299.72,1.07,No,market,20,Medium,17
Tuesday,Rain,296.56,0.73,No,office,8,Medium,5
Monday,Clear,302.65,0.0,No,station,17,Medium,15
Tuesday,Drizzle,297.09,1.1,No,office,10,High,7
Friday,Clouds,304.36,0.16,No,office,10,Medium,8
Tuesday,Clear,308.27,0.0,No,office,8,Medium,6
Saturday,Rain,285.7,1.49,No,residential,10,Medium,8
Monday,Rain,291.87,1.0,No,residential,20,Medium,18
Wednesday,Clear,296.7,0.0,No,residential,9,Low,8
Thursday,Haze,298.46,0.0,No,mall,19,Medium,18
Sunday,Clouds,290.39,0.12,No,residential,20,Low,20
Monday,Clear,298.59,0.0,No,mall,21,Medium,20
Monday,Clear,303.18,0.0,No,mall,19,Medium,18
Thursday,Clear,293.44,0.0,No,mall,18,Medium,17
Friday,Clouds,293.75,0.04,Yes,mall,21,Medium,19
Thursday,Clouds,302.82,0.2,No,market,11,Low,11
Thursday,Clear,298.95,0.0,No,office,9,Medium,6
Friday,Clear,303.73,0.0,No,office,9,Medium,6
Saturday,Clear,309.21,0.0,No,mall,19,Medium,17
Wednesday,Clear,293.57,0.0,No,residential,20,Low,19
Friday,Drizzle,299.8,0.87,No,station,18,Medium,15
Thursday,Clouds,302.08,0.08,No,office,10,Medium,8
Thursday,Clear,294.57,0.0,No,mall,11,Low,11
Sunday,Clear,311.62,0.0,No,mall,12,Medium,11
Thursday,Rain,286.47,1.44,No,mall,20,Medium,18
Thursday,Rain,295.08,2.04,No,market,17,Medium,14
Saturday,Clouds,296.9,0.13,No,mall,12,Medium,11
Wednesday,Fog,284.65,0.0,No,mall,12,Low,10
Wednesday,Clear,308.28,0.0,No,office,9,Medium,7
Friday,Rain,290.06,1.26,No,market,18,Medium,15
Friday,Clouds,291.79,0.19,No,residential,9,Low,9
Monday,Haze,287.24,0.0,No,station,8,Medium,6
Saturday,Rain,293.65,1.46,No,market,11,Medium,9
Wednesday,Clear,312.41,0.0,No,market,20,Medium,18
Friday,Haze,289.48,0.0,No,office,8,Medium,6
Friday,Clouds,296.57,0.18,No,office,8,Medium,6
Friday,Clouds,304.46,0.07,No,residential,20,Low,20
Sunday,Clear,295.13,0.0,No,mall,17,Medium,15
Wednesday,Drizzle,294.66,0.7,No,station,6,Low,4
Tuesday,Drizzle,290.17,0.21,No,residential,7,Medium,4
Tuesday,Haze,298.38,0.0,No,station,6,Low,5
Thursday,Clouds,291.88,0.02,No,office,9,Medium,7
Friday,Fog,290.63,0.0,No,office,8,Medium,5
Friday,Rain,296.33,1.38,No,market,19,Medium,16
Monday,Fog,292.71,0.0,No,office,9,Medium,6
Monday,Fog,291.24,0.0,No,station,17,Medium,14
Wednesday,Clear,298.42,0.0,No,office,9,Medium,7
Friday,Clouds,295.05,0.03,No,residential,19,Low,19
Saturday,Clear,297.17,0.0,No,station,7,Low,7
Saturday,Haze,293.3,0.0,No,mall,11,Low,10
Saturday,Clear,297.58,0.0,No,station,8,Low,8
Tuesday,Clear,299.23,0.0,No,office,9,Medium,7
Tuesday,Clear,296.68,0.0,No,station,7,Medium,4
Sunday,Haze,285.12,0.0,No,office,11,Low,11
Thursday,Rain,290.77,2.0,No,office,9,High,6
Friday,Fog,290.89,0.0,No,office,8,Medium,5
Sunday,Fog,279.17,0.0,No,station,6,Low,5
Monday,Clear,306.56,0.0,No,station,6,Low,5
Thursday,Clouds,290.56,0.01,No,mall,17,Medium,15
Tuesday,Clouds,294.76,0.15,No,office,9,Medium,7
Thursday,Haze,294.69,0.0,No,market,12,Low,12
Saturday,Haze,299.34,0.0,No,office,10,Medium,9
Friday,Haze,292.97,0.0,No,office,8,Medium,6
Thursday,Clouds,291.51,0.13,No,market,11,Low,10
Monday,Clear,309.27,0.0,No,station,17,Medium,15
Thursday,Fog,284.31,0.0,No,office,9,Medium,6
Wednesday,Thunderstorm,298.34,1.23,No,market,19,Medium,16
Saturday,Clouds,294.59,0.1,No,station,17,Low,17
Sunday,Drizzle,299.37,0.66,No,mall,18,Medium,15
Monday,Drizzle,292.2,1.02,No,mall,18,Medium,16
Friday,Clear,306.85,0.0,No,mall,19,Medium,18
Saturday,Clouds,290.62,0.11,No,residential,17,Low,17
Friday,Clear,311.31,0.0,No,mall,13,Low,13
Friday,Clear,302.72,0.0,No,office,8,Medium,5
Thursday,Clouds,292.55,0.13,No,market,11,Low,11
Saturday,Rain,301.25,1.78,No,residential,10,Medium,8
Thursday,Clear,307.67,0.0,No,mall,17,Medium,15
Wednesday,Fog,285.27,0.0,No,office,9,Medium,6
Tuesday,Clouds,306.59,0.08,No,office,8,Medium,6
Friday,Fog,285.97,0.0,No,station,17,Medium,14
Thursday,Clear,295.28,0.0,No,market,19,Medium,16
Tuesday,Fog,280.08,0.0,No,market,12,Low,11
Friday,Haze,286.94,0.0,No,residential,18,Medium,16
Tuesday,Clear,310.88,0.0,No,mall,18,Medium,17
Wednesday,Clouds,295.59,0.17,No,station,7,Medium,5
Friday,Clear,297.72,0.0,No,office,8,Medium,6
Tuesday,Thunderstorm,287.63,1.62,No,office,10,High,7
Tuesday,Rain,301.38,1.42,No,office,8,High,5
Sunday,Clear,299.7,0.0,No,mall,17,Medium,15
Thursday,Clear,306.52,0.0,No,mall,11,Low,11
Saturday,Drizzle,290.83,0.87,No,mall,11,Low,9
Tuesday,Clear,310.05,0.0,No,market,18,Medium,16
Saturday,Clouds,300.59,0.02,No,mall,21,Medium,18
Tuesday,Haze,289.52,0.0,No,market,18,Medium,16
Monday,Clear,305.05,0.0,No,office,9,Medium,6
Monday,Clear,299.68,0.0,No,mall,21,Medium,20
Wednesday,Rain,294.07,0.6,No,office,10,Medium,7
Saturday,Clouds,296.35,0.06,No,mall,18,Medium,16
Friday,Clear,295.36,0.0,No,office,9,Medium,7
Thursday,Rain,295.71,1.19,Yes,station,18,High,15
Saturday,Clouds,303.35,0.11,No,mall,20,Medium,18
Tuesday,Rain,295.42,0.57,No,mall,19,Medium,17
Saturday,Clear,307.63,0.0,No,residential,10,Low,9
Sunday,Rain,298.49,0.99,No,residential,20,Medium,18
Saturday,Fog,279.12,0.0,No,residential,20,Medium,18
Wednesday,Clouds,299.26,0.09,No,residential,18,Low,18
Friday,Clear,299.53,0.0,No,office,9,Medium,6
Tuesday,Clouds,306.58,0.11,No,mall,17,Medium,16
Sunday,Rain,300.04,0.86,Yes,office,12,Low,11
Sunday,Clear,304.89,0.0,No,office,10,Low,10
Sunday,Clouds,305.95,0.15,No,office,12,Low,12
Sunday,Clear,308.44,0.0,No,office,10,Low,10
Friday,Haze,286.29,0.0,No,residential,18,Medium,17
Thursday,Clear,301.88,0.0,No,station,6,Low,5
Saturday,Clear,304.05,0.0,No,station,19,Low,18
Friday,Rain,286.37,0.88,No,residential,8,Medium,6
Tuesday,Clouds,295.31,0.05,No,station,18,Medium,15
Thursday,Clear,293.39,0.0,No,office,10,Medium,8
Thursday,Fog,289.46,0.0,No,market,17,Medium,14
Sunday,Fog,279.87,0.0,No,mall,18,Medium,15
Monday,Rain,292.15,2.04,No,office,9,High,6
Thursday,Clouds,306.25,0.12,No,residential,7,Low,7
Friday,Clear,311.62,0.0,No,station,18,Medium,15
Friday,Fog,286.32,0.0,No,residential,18,Medium,16
Monday,Thunderstorm,296.51,2.59,No,station,6,Low,4
Thursday,Haze,299.11,0.0,No,office,8,Medium,5
Tuesday,Clear,293.69,0.0,No,market,18,Medium,16
Tuesday,Clear,308.23,0.0,No,office,10,Medium,8
Wednesday,Clear,308.16,0.0,No,mall,13,Low,12
Thursday,Fog,279.61,0.0,No,residential,20,Medium,18
Thursday,Clear,294.32,0.0,No,residential,8,Low,8
Thursday,Haze,296.82,0.0,No,office,9,Medium,7
Sunday,Rain,285.48,1.77,No,office,11,Medium,9
Monday,Haze,288.25,0.0,Yes,office,10,Medium,7
Friday,Clear,294.32,0.0,No,mall,18,Medium,16
Friday,Haze,286.4,0.0,No,market,18,Medium,15
Thursday,Clouds,297.09,0.14,Yes,mall,13,Medium,12
Friday,Clear,294.87,0.0,No,mall,12,Low,12
Monday,Fog,281.1,0.0,No,market,18,Medium,15
Tuesday,Clear,301.27,0.0,No,mall,12,Low,12
Saturday,Rain,299.13,1.37,No,office,10,Medium,8
Thursday,Rain,289.66,1.46,No,mall,11,Medium,9
Thursday,Haze,286.39,0.0,No,residential,18,Medium,17
Sunday,Fog,285.71,0.0,No,office,10,Medium,7
Thursday,Rain,291.57,0.77,No,market,12,Low,11
Tuesday,Clear,306.04,0.0,No,office,8,Medium,6
Monday,Clear,295.84,0.0,No,mall,21,Medium,20
Thursday,Clouds,297.96,0.13,No,office,8,Medium,6
Wednesday,Drizzle,299.12,0.73,No,office,10,Medium,7
Saturday,Clear,297.5,0.0,No,office,11,Low,11
Saturday,Fog,288.07,0.0,No,office,10,Medium,8
Saturday,Clear,307.58,0.0,No,market,19,Medium,17
Friday,Clear,309.33,0.0,No,office,8,Medium,6
Friday,Clear,308.55,0.0,No,market,19,Medium,17
Friday,Clouds,304.53,0.09,No,station,7,Medium,5
Sunday,Fog,287.35,0.0,No,residential,7,Medium,5
Sunday,Fog,285.21,0.0,No,residential,17,Medium,15
Monday,Haze,288.27,0.0,No,market,20,Medium,18
Wednesday,Rain,286.01,0.77,No,market,12,Low,11
Wednesday,Fog,292.35,0.0,No,residential,17,Medium,15
Wednesday,Rain,301.25,1.76,No,mall,17,Medium,15
Thursday,Clear,295.27,0.0,No,residential,8,Low,8
Friday,Clouds,298.61,0.05,Yes,office,9,Medium,6
Saturday,Haze,291.74,0.0,Yes,market,20,High,17
Thursday,Fog,290.96,0.0,No,market,11,Low,10
Tuesday,Clear,294.91,0.0,No,residential,19,Low,19
Saturday,Rain,288.43,1.34,No,market,20,High,17
Monday,Clear,293.46,0.0,No,office,8,Medium,6
Monday,Clouds,302.05,0.17,No,office,8,Medium,6
Wednesday,Clear,302.46,0.0,No,residential,9,Low,9
Sunday,Clouds,300.97,0.2,No,residential,20,Low,20
Saturday,Clear,304.22,0.0,No,station,8,Low,8
Saturday,Haze,294.37,0.0,No,office,10,Medium,9
Monday,Clear,298.71,0.0,No,market,19,Medium,17
Thursday,Haze,298.74,0.0,No,residential,10,Medium,9
Wednesday,Fog,285.51,0.0,No,office,9,Medium,6
Saturday,Clear,298.79,0.0,No,office,12,Low,12
Thursday,Haze,293.26,0.0,No,mall,13,Low,13
Tuesday,Clear,298.26,0.0,No,mall,17,Medium,16
Thursday,Clear,295.13,0.0,No,office,8,Medium,6
Tuesday,Haze,285.2,0.0,No,office,8,Medium,5
Thursday,Rain,300.41,0.93,No,mall,12,Low,11
Tuesday,Clear,298.22,0.0,No,office,8,Medium,5
Sunday,Rain,287.51,0.89,No,station,6,Low,5
Sunday,Haze,294.3,0.0,No,office,11,Low,11
Thursday,Clear,302.69,0.0,No,market,20,Medium,18
Wednesday,Clear,309.29,0.0,No,office,10,Medium,8
Friday,Clear,297.19,0.0,No,residential,20,Low,20
Thursday,Clear,294.21,0.0,No,market,20,Medium,18
Saturday,Clear,296.2,0.0,No,office,12,Low,12
Thursday,Rain,287.81,1.73,No,office,10,High,7
Thursday,Fog,289.22,0.0,No,mall,18,Medium,16
Tuesday,Clouds,298.3,0.15,No,residential,9,Low,9
Thursday,Clouds,291.55,0.17,No,office,9,Medium,7
Friday,Clear,293.76,0.0,No,market,11,Low,11
Friday,Clear,300.02,0.0,No,station,6,Low,5
Wednesday,Clear,308.1,0.0,No,office,9,Medium,6
Tuesday,Rain,286.95,1.99,No,residential,8,Medium,5
Friday,Fog,291.81,0.0,No,station,6,Low,4
Friday,Haze,291.86,0.0,No,residential,10,Medium,9
Friday,Haze,293.2,0.0,No,residential,8,Medium,7
Friday,Haze,289.4,0.0,No,mall,19,Medium,18
Sunday,Rain,301.71,1.31,No,office,11,Medium,9
Wednesday,Clouds,306.11,0.1,No,market,11,Low,11
Wednesday,Haze,285.93,0.0,No,office,8,Medium,6
Saturday,Rain,291.67,0.75,Yes,office,12,Low,11
Wednesday,Clear,298.28,0.0,No,residential,20,Low,20
Wednesday,Drizzle,287.49,0.22,No,mall,19,Medium,17
Tuesday,Clouds,294.75,0.0,No,market,18,Medium,16
Tuesday,Rain,291.65,1.31,No,station,19,High,16
Wednesday,Rain,287.79,0.68,No,residential,18,Medium,16
Friday,Clouds,291.38,0.11,No,mall,20,Medium,19
Sunday,Clear,301.62,0.0,No,market,10,Low,9
Wednesday,Clear,307.73,0.0,No,office,8,Medium,5
Sunday,Clear,302.73,0.0,No,residential,8,Low,8
Friday,Drizzle,292.64,0.99,No,mall,17,Medium,14
Thursday,Clouds,292.56,0.16,No,residential,9,Low,8
Friday,Clear,293.77,0.0,No,office,9,Medium,7
Tuesday,Clouds,291.3,0.1,No,office,10,Medium,8
Saturday,Clear,303.07,0.0,No,office,10,Low,10
Friday,Clouds,297.44,0.07,No,office,10,Medium,8
Wednesday,Clear,299.0,0.0,No,residential,20,Low,20
Saturday,Clear,305.33,0.0,No,office,12,Low,12
Thursday,Fog,292.07,0.0,No,market,17,Medium,14
Saturday,Haze,294.75,0.0,Yes,market,19,High,16
Thursday,Clouds,306.84,0.08,No,market,18,Medium,15
Friday,Clear,300.5,0.0,No,mall,20,Medium,19
Monday,Clear,309.04,0.0,No,office,8,Medium,6
Tuesday,Clear,296.91,0.0,No,residential,17,Low,17
Monday,Rain,295.98,0.51,No,mall,13,Low,11
Thursday,Rain,300.64,1.62,No,station,17,High,14
Monday,Clouds,291.17,0.09,Yes,mall,19,Medium,17
Thursday,Clear,296.42,0.0,No,office,10,Medium,8
Tuesday,Drizzle,292.2,0.29,No,mall,12,Low,11
Thursday,Rain,291.03,1.35,Yes,mall,13,High,10
Thursday,Fog,281.46,0.0,No,residential,10,Medium,8
Monday,Clear,300.91,0.0,No,residential,8,Low,7
Wednesday,Clouds,297.55,0.18,No,office,10,Medium,8
Saturday,Drizzle,296.19,0.88,No,residential,17,Medium,15
Friday,Clouds,290.82,0.12,No,station,8,Medium,5
Friday,Drizzle,292.89,0.79,No,market,18,Medium,15
Monday,Haze,291.56,0.0,Yes,residential,8,Medium,7
Saturday,Clear,294.58,0.0,No,office,10,Low,9
Wednesday,Clear,296.2,0.0,Yes,mall,11,Low,11
Friday,Clear,296.34,0.0,No,mall,13,Low,13
Tuesday,Clear,312.85,0.0,No,office,9,Medium,6
Tuesday,Fog,291.52,0.0,No,residential,9,Medium,7
Sunday,Clouds,291.8,0.18,No,residential,7,Low,6
Wednesday,Haze,286.56,0.0,No,mall,19,Medium,18
Wednesday,Clouds,304.42,0.19,Yes,residential,10,Low,10
Wednesday,Clouds,306.54,0.03,No,mall,21,Medium,20
Friday,Rain,291.89,1.01,No,office,8,High,5
Sunday,Clouds,300.2,0.12,No,residential,17,Low,16
Thursday,Clear,304.32,0.0,No,market,18,Medium,15
Monday,Clear,294.92,0.0,No,office,10,Medium,7
Tuesday,Rain,291.54,1.41,No,residential,7,Medium,5
Thursday,Clear,305.89,0.0,No,office,10,Medium,7
Thursday,Drizzle,294.12,0.7,No,office,8,Medium,5
Tuesday,Thunderstorm,296.82,2.28,Yes,market,11,Medium,8
Friday,Clear,303.28,0.0,No,market,11,Low,11
Sunday,Clear,311.15,0.0,No,office,10,Low,9
Friday,Haze,286.97,0.0,Yes,residential,17,Medium,16
Friday,Drizzle,286.5,1.17,No,station,7,High,4
Wednesday,Drizzle,289.89,0.69,No,mall,17,Medium,15
Tuesday,Clear,298.69,0.0,No,office,8,Medium,5
Wednesday,Clear,307.04,0.0,No,market,17,Medium,15
Monday,Clouds,293.23,0.02,No,station,6,Low,5
Monday,Clear,302.47,0.0,No,residential,9,Low,8
Sunday,Clear,305.73,0.0,No,mall,11,Low,11
Monday,Clouds,294.61,0.17,No,mall,20,Medium,19
Tuesday,Rain,289.47,0.89,No,mall,21,Medium,18
Tuesday,Rain,300.89,1.87,No,market,20,Medium,17
Sunday,Clear,303.09,0.0,Yes,residential,9,Low,9
Monday,Rain,285.52,1.63,No,market,11,Medium,9
Tuesday,Drizzle,293.44,0.82,No,station,17,Medium,14
Monday,Clear,295.76,0.0,No,mall,18,Medium,17
Thursday,Clouds,295.71,0.11,No,residential,9,Low,9
Monday,Haze,287.47,0.0,No,station,6,Low,5
Sunday,Rain,298.86,1.82,No,market,18,High,15
Sunday,Clouds,290.94,0.2,No,market,11,Low,11
Sunday,Rain,286.79,1.68,No,market,11,Medium,9
Tuesday,Clear,309.19,0.0,No,mall,12,Low,12
Thursday,Clear,295.27,0.0,No,market,11,Low,11
Thursday,Clear,296.37,0.0,No,residential,8,Low,8
Thursday,Clouds,301.71,0.07,No,office,10,Medium,8
Saturday,Clouds,305.06,0.12,No,mall,18,Medium,16
Wednesday,Clouds,299.33,0.1,No,office,8,Medium,6
Thursday,Rain,298.05,1.94,No,market,20,Medium,17
Friday,Clouds,296.22,0.06,No,residential,7,Low,7
Monday,Clear,293.02,0.0,No,residential,7,Low,6
Thursday,Rain,290.61,0.53,No,office,10,Medium,7
Tuesday,Clouds,295.88,0.11,No,station,17,Medium,15
Tuesday,Drizzle,296.44,0.79,No,office,8,Medium,5
Monday,Clear,300.15,0.0,No,office,8,Medium,6
Friday,Clear,308.16,0.0,No,market,19,Medium,16
Tuesday,Haze,286.79,0.0,No,office,8,Medium,6
Tuesday,Fog,279.22,0.0,No,office,10,Medium,7
Friday,Clouds,299.08,0.18,No,office,8,Medium,6
Saturday,Clear,311.81,0.0,No,mall,21,Medium,19
Sunday,Drizzle,291.91,0.65,No,market,19,Medium,16
Monday,Drizzle,297.83,0.21,No,office,8,Medium,5
Monday,Clouds,297.22,0.14,No,office,10,Medium,8
Sunday,Clouds,294.66,0.07,Yes,market,11,Low,11
Thursday,Rain,293.99,1.24,No,office,8,High,5
Wednesday,Clouds,300.37,0.16,No,mall,18,Medium,17
Wednesday,Clear,298.64,0.0,No,office,8,Medium,5
Thursday,Rain,300.28,1.62,Yes,mall,12,High,9
Sunday,Fog,284.33,0.0,No,market,10,Medium,7
Saturday,Haze,292.62,0.0,No,office,12,Low,12
Tuesday,Clear,312.38,0.0,No,mall,17,Medium,16
Monday,Rain,297.48,0.9,No,market,18,Medium,15
Thursday,Rain,297.28,2.16,No,market,17,Medium,14
Tuesday,Clear,310.3,0.0,No,office,9,Medium,7
Thursday,Clear,299.12,0.0,Yes,residential,10,Low,9
Monday,Clouds,296.08,0.12,No,mall,18,Medium,16
Tuesday,Fog,284.69,0.0,No,mall,19,Medium,17
Wednesday,Fog,280.33,0.0,No,station,17,Medium,14
Thursday,Clear,299.78,0.0,No,residential,8,Low,8
Wednesday,Haze,289.32,0.0,No,mall,12,Low,12
Friday,Clear,298.77,0.0,No,office,8,Medium,5
Tuesday,Rain,285.93,1.19,No,office,8,High,5
Wednesday,Rain,301.52,0.52,No,office,9,Medium,6
Monday,Fog,281.94,0.0,No,office,9,Medium,6
Wednesday,Clear,302.45,0.0,No,market,20,Medium,18
Tuesday,Clear,303.2,0.0,No,market,12,Low,12
Tuesday,Haze,297.33,0.0,No,residential,20,Medium,19
Monday,Clouds,291.8,0.06,No,market,11,Low,10
Wednesday,Haze,298.3,0.0,No,residential,17,Medium,16
Friday,Clear,309.94,0.0,No,office,10,Medium,8
Friday,Clouds,298.03,0.2,No,office,8,Medium,5
Thursday,Clear,310.02,0.0,No,office,8,Medium,6
Sunday,Haze,295.06,0.0,No,mall,20,Medium,17
Saturday,Clear,298.26,0.0,No,office,10,Low,10
Thursday,Clouds,302.77,0.09,No,market,18,Medium,16
Wednesday,Rain,300.04,0.76,No,residential,9,Medium,6
Monday,Clouds,294.15,0.11,No,station,17,Medium,14
Thursday,Haze,300.0,0.0,No,mall,20,Medium,19
Wednesday,Clouds,290.33,0.07,No,station,7,Medium,4
Tuesday,Clear,309.34,0.0,Yes,residential,18,Low,18
Monday,Clear,308.89,0.0,Yes,market,20,Medium,17
Friday,Clouds,298.73,0.12,No,market,10,Low,10
Tuesday,Clear,303.53,0.0,No,residential,8,Low,8
Monday,Clear,295.21,0.0,No,mall,21,Medium,19
Wednesday,Clear,303.78,0.0,No,residential,7,Low,7
Thursday,Haze,294.7,0.0,No,market,12,Low,11
Saturday,Rain,293.2,0.69,No,residential,8,Medium,6
Sunday,Drizzle,298.05,0.94,Yes,residential,10,Medium,8
Thursday,Clouds,300.87,0.15,No,office,9,Medium,7
Tuesday,Clear,298.89,0.0,No,market,11,Low,10
Thursday,Clouds,296.73,0.15,No,market,20,Medium,18
Friday,Clouds,291.31,0.08,Yes,station,17,Medium,14
Tuesday,Clouds,304.44,0.08,No,office,9,Medium,7
Wednesday,Rain,299.72,0.98,No,residential,19,Medium,17
Monday,Fog,281.09,0.0,No,office,10,Medium,7
Sunday,Clear,309.48,0.0,No,station,7,Low,6
Thursday,Clouds,296.34,0.16,No,market,12,Low,11
Tuesday,Clear,304.64,0.0,No,mall,20,Medium,19
Tuesday,Rain,299.32,1.67,Yes,residential,17,Medium,14
Saturday,Clouds,305.14,0.07,No,office,11,Low,10
Tuesday,Haze,296.47,0.0,No,market,12,Low,11
Friday,Rain,286.43,1.6,No,residential,18,Medium,16
Saturday,Drizzle,289.23,1.1,No,market,20,High,17
Friday,Clouds,297.89,0.14,No,mall,21,Medium,19
Tuesday,Clouds,304.3,0.13,No,market,10,Low,10
Tuesday,Thunderstorm,296.76,2.28,No,residential,8,Medium,6
Monday,Clouds,293.71,0.16,No,market,12,Low,12
Wednesday,Clouds,305.07,0.16,No,office,8,Medium,5
Thursday,Rain,287.76,1.82,No,residential,19,Medium,17
Tuesday,Clouds,293.54,0.1,No,market,11,Low,10
Friday,Clouds,298.5,0.01,No,office,8,Medium,6
